"id","age","gender","mother_tongue","english_level","visual_aid","makeup","experiment_language","expertise_experiment_language","time_experiment_language","frequency_experiment_language","other_languages","expertise_programming","time_programming","frequency_other_language","answer_rectangle","correct_rectangle","order_rectangle","stimulus_rectangle","answer_vehicle","correct_vehicle","order_vehicle","stimulus_vehicle","mother_tongue_original","time_experiment_language_original","time_programming_original","other_languages_original"
145,23,"female","Italian","medium","glasses","yes","Java","medium",5,"more than 1 hour / day","c_medium; c#_medium; php_medium; xml_medium; html_medium; matlab_low; actionscript_medium; assembly_low","medium","5.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Italiano","5","5","C (medium) C# (medium) Java (medium)  php (medium) xml (medium) html (medium) matlab (low) ActionScript3 (medium), assembly (low)"
146,19,"female","English","high","glasses","no","Java","none",0,"not at all","none","none","0.0","not at all","computes the area of rectangles by multiplying their width (x1-y1) and height (x2-y2).",0,1,"rectangle_java.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java.jpg","English","Not at all.","Not at all.","None at all. Level of expertise is low. "
147,21,"male","Slovak","medium","no","no","Java","medium",1,"more than 1 hour / day","c_medium; python_low","medium","2.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Slovak","1","2","C (medium), Pythom (low)"
148,26,"female","Russian; Hebrew","high","glasses","no","Java","medium",0,"not at all","c#_high; asp.net_high; python_medium; c_medium; javascript_high; sql_high","high","2.0","more than 1 hour / day","I'm not sure.",0,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","RUSSIAN,HEBROW","NONE, I'M PROGRAMMING IN c#","FOR 2 YEARS","c# (HIGH) jAVA(MEDIUM) ASP .NET (HIGH) Python(medium) C(medium) Java script (high) SQL(high)"
149,40,"female","German","high","contact lenses","no","Java","medium",13,"less than 1 hour / month","c_high; c++_high; matlab_high; python_low","high","15.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","German","13","15","C/ C++ high, MATLAB high, JAVA medium, Python low"
150,47,"female","English","high","no","no","Java","medium",5,"not at all","python_medium; c_medium; c++_high; php_medium; javascript_low","medium","10.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java.jpg","English","5","10","Python (medium) C (medium) C++ (high) PHP (medium) JavaScript (low) "
151,44,"male","Ukrainian","high","no","no","Java","medium",3,"less than 1 hour / month","c++_high; python_medium; lisp_medium; prolog_medium","high","15.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Ukrainian","3","15","c++ high Python medium Lisp medium Prolog medium "
152,20,"female","Slovak","medium","no","yes","Java","low",0.5,"not at all","pascal_medium; c_low","low","5.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","slovak","0.5","5","Phascal (medium) C (low)"
153,26,"male","Hebrew","medium","no","no","Java","medium",2,"more than 1 hour / day","c#_high; c++_medium; c_high; assembly_medium","medium","3.0","more than 1 hour / day","I'm not sure.",0,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","hebrow","2","3","C#(high) c++(medium) c(high)  assembly(medium)"
154,24,"male","Italian","low","no","no","Java","none",0,"not at all","c_medium","low","2.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","italiano","0","2","C medium, "
155,21,"male","Slovak","medium","contact lenses","no","Java","medium",2,"more than 1 hour / day","c_medium; ruby_medium","medium","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","slovak","2","3","C(medium) Ruby(medium) Java(medium)"
156,21,"male","Slovak","medium","no","no","Java","medium",3,"less than 1 hour / day","c_medium; php_medium","medium","7.0","more than 1 hour / day","I'm not sure.",0,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","slovak","3","7","c(medium), php(medium), java(medium)"
157,23,"male","Telugu","high","no","no","Java","medium",2,"less than 1 hour / month","c_medium; c++_medium","medium","2.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x1-y1) and height (x2-y2).",0,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","Telugu","2","2","C (medium) C++ (medium)"
158,40,"male","Bengali","medium","glasses","no","Java","medium",1,"not at all","c#_high","high","20.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Bengali","1","20","C# (high)"
159,24,"male","Italian","medium","glasses","no","Java","low",2,"less than 1 hour / month","c#_high; c_high; c++_low","medium","5.0","less than 1 hour / week","I'm not sure.",0,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","italian","2","5","c# (high) c (high) c++ (low) "
160,27,"male","Chinese","low","no","no","Java","high",2,"less than 1 hour / day","javascript_medium","high","3.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","chinese","2","3","javascript (medium)"
161,20,"male","Finnish","high","no","no","Python","medium",3,"less than 1 hour / week","java_low; c++_low; javascript_medium","medium","8.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_python.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_python.jpg","suomi","3","8","Java (low), Python (medium), C++ (low), Javascript (medium)"
162,25,"male","Bengali","high","no","no","Java","low",2,"less than 1 hour / day","c++_high","low","2.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java.jpg","Bengali","2 years","2","C++(expert)"
163,17,"female","English","high","glasses","no","Java","none",0,"not at all","labview_medium; c_low","low","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","I'm not sure.",0,1,"vehicle_java.jpg","English","0","3","LabView (medium), C (low)"
164,18,"male","English","high","no","no","Java","low",0.5,"more than 1 hour / day","c#_low","low","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","English","6 months","3","C# (low)"
165,25,"male","Hebrew","medium","no","no","Java","low",1,"less than 1 hour / day","c_low; c#_low","low","1.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","hebrew","1","1","C (low) C#(low)"
166,21,"male","English","high","no","no","Java","medium",4,"less than 1 hour / month","php_high; javascript_high; c#_medium; c_low","medium","4.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java.jpg","English","4","4","PHP high, javascript high, Java medium, C# medium, C Low"
167,49,"male","English","high","no","no","Java","none",0,"not at all","none","none","0.0","not at all","computes the area of rectangles by multiplying their width (x1-x2) and height (y1-y2).",0,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","English","0","0","none"
168,20,"male","Slovak","medium","glasses","no","Java","medium",1,"less than 1 hour / day","c_medium; python_low","medium","1.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x1-x2) and height (y1-y2).",0,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can reduce its speed.",0,2,"vehicle_java2.jpg","Slovak","1","1","C (medium), Python (low)"
169,27,"male","English","medium","contact lenses","no","Java","medium",1.5,"less than 1 hour / day","c_low; c++_low; sql_low","medium","1.5","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","English","1.5","1.5","C  low, C++ low, SQL low"
170,59,"male","German","medium","no","no","Java","low",5,"less than 1 hour / month","python_low; c++_low; elan_high; algol_low; fortran_low; basic_low","medium","35.0","less than 1 hour / month","I'm not sure.",0,1,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java2.jpg","german ","5 ","35","Python low C++ low ELAN high Algol low Fortran low Java low Basic low "
171,20,"male","Slovak","medium","no","no","Java","medium",2,"less than 1 hour / week","c_medium","medium","4.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","Slovak","2","4","C (medium)"
172,22,"male","Slovak","medium","no","no","Java","low",1,"less than 1 hour / day","c_medium; c#_low; c++_low; assembly_low","low","2.5","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","Slovak","1","2.5","c(medium), c#(low), java(medium), c++(low), assembly(low)"
173,28,"female","English","high","contact lenses","no","Java","medium",3,"less than 1 hour / week","c","medium","5.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java.jpg","english","3","5","C"
174,21,"female","English","high","glasses","no","Java","medium",1.5,"less than 1 hour / day","c#_low; c_low; php_low","medium","1.5","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","English","1-2 years","1-2 years","C#(low),C(low),PHP(low)"
175,19,"male","Finnish","high","glasses","no","Python","medium",2,"less than 1 hour / week","c#_low; scala_low; java_low","medium","4.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_python.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_python.jpg","finnish","2","4","Python (medium), C# (low), Scala (low), Java (low)"
176,36,"female","Greek","high","no","no","Java","low",2.5,"less than 1 hour / month","c_low","low","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Greek","2.5 years","3","C (low)"
177,25,"male","Hebrew","high","no","no","Java","low",1,"less than 1 hour / day","c#_low; c_low; unix_low","low","2.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","hebrew","1","2","C# (low) C (low) unix (low) "
178,21,"male","Slovak","medium","no","no","Java","high",2,"less than 1 hour / day","ruby_medium; c#_medium","high","5.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","slovak","2","5","Ruby (medium), C# (medium)"
179,19,"male","Persian","high","glasses","no","Java","low",0.5,"less than 1 hour / day","none","low","0.5","not at all","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","I'm not sure.",0,1,"vehicle_java2.jpg","Persian","6 months","0.5","none"
180,22,"female","English","high","no","no","Java","low",0,"not at all","c++_low","low","2.0","not at all","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","english","<1 years","2 ","c++ low"
181,32,"female","German","medium","no","no","Java","none",0,"not at all","none","none","0.0","not at all","I'm not sure.",0,1,"rectangle_java2.jpg","I'm not sure.",0,2,"vehicle_java2.jpg","german","0","0","none"
182,20,"male","English","high","glasses","no","Java","low",1,"less than 1 hour / day","c#; visual basic; html","medium","1.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","English","1","1","C#, Visual Basic, HTML"
183,26,"male","Portuguese","high","contact lenses","no","Java","low",1,"less than 1 hour / month","python_medium; c#_low","medium","2.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","portuguese","1","2","python (medium), c# (low)"
184,20,"male","Italian","medium","glasses","no","Java","low",1,"less than 1 hour / month","c_medium; c++_low","medium","3.0","not at all","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","italian","1","3","C (medium) C++ (low)"
185,27,"male","Slovak","medium","no","no","Java","medium",3,"less than 1 hour / week","python_medium; javascript_high","medium","4.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Slovak","3","4","Python(medium), JavaScript(high)"
186,22,"female","Slovak","medium","glasses","no","Java","low",3,"less than 1 hour / day","c_medium; assembly_low","medium","3.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","slovak","3","3","c (medium), java (low), assembly (low)"
187,22,"female","Spanish","medium","glasses","no","Java","medium",2,"less than 1 hour / month","arduino_low","low","2.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","spagnolo","2","2","Java (medium), Arduino(low)"
188,22,"male","Finnish","medium","no","no","Scala","low",1,"less than 1 hour / week","python_low","low","1.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_scala.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_scala.jpg","suomi","1","1","Scala(low), Python(low)"
189,24,"male","Hindi","high","no","no","Java","none",0,"not at all","c_medium; c++_low; python_medium; html_high","medium","5.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x1-y1) and height (x2-y2).",0,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","hindi","none","5years","c-medium c++-low python-medium html-high "
190,26,"male","Slovak","medium","no","no","Java","medium",7,"less than 1 hour / month","php_high; c#_medium; ruby_medium","medium","8.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","Slovak","7","8","PHP (high) C# (medium) Ruby(medium)"
191,24,"male","Norwegian","high","contact lenses","no","Java","medium",0.5,"not at all","c#_medium","medium","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","norwegian","6 months","3","c#(medium("
192,26,"male","English","high","no","no","Java","medium",4,"more than 1 hour / day","c_medium; c++_medium; javascript_medium; python_medium","medium","5.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x1-x2) and height (y1-y2).",0,1,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java.jpg","English","4","5","C (medium) C++ (medium) Javascript (Medium) Python (Medium)"
193,31,"male","Slovak","medium","glasses","no","Java","medium",2,"less than 1 hour / month","c_medium; ruby_low; xml_medium","medium","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java2.jpg","Slovak","2","3","C (medium), Ruby (low), XML (medium)"
194,24,"male","English","high","glasses","no","Java","medium",2,"less than 1 hour / day","c_medium; c++_low; html_medium; css_medium; javascript_low; lisp_low","medium","2.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java.jpg","English","2","2","Java (medium), C (medium), C++ (low), HTML (medium), CSS (medium), javascript (low), LISP (low)"
195,49,"male","Finnish","high","glasses","no","Java","high",5,"less than 1 hour / week","c++_high; python_medium; c_high; javascript_low; visual basic_low; c#_low","high","20.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java.jpg","Finnish","5","20","C++ (high) Python (medium) C (high) JavaScript (low) VisualBasic (low) C# (low)"
196,25,"male","Slovak","high","no","no","Java","none",0,"not at all","javascript_low; c_medium","low","1.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x1-x2) and height (y1-y2).",0,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","slovak","0","1","javascript(low), c(medium)"
197,32,"male","English","high","glasses","no","Java","medium",1,"less than 1 hour / week","c++_low; swift_low; javascript_low","medium","2.0","not at all","computes the area of rectangles by multiplying their width (x1-x2) and height (y1-y2).",0,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","English","1","2","C++ low Java medium Swift low Javascript low"
198,22,"male","Tagalog","high","no","no","Java","medium",2,"less than 1 hour / month","c_medium; c++_medium; javascript_low; html_medium; sql_medium","medium","3.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","Tagalog","2","3","C/C++ (medium) javascript (low) HTML (medium) SQL (medium)"
199,28,"male","English","high","no","no","Java","low",1.5,"less than 1 hour / week","c_medium","low","1.5","less than 1 hour / week","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","english","1.5 years","one and a half years","java-medium c-medium"
200,19,"male","English","high","no","no","Java","low",1,"less than 1 hour / day","c_low","low","1.5","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java.jpg","English","1","1.5","Java (low) C (low)"
201,36,"male","Italian","medium","glasses","no","Java","none",0,"not at all","matlab_high; c_medium; c++_medium","medium","10.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Italian","0","10","Matlab (high) C/C++ (medium)"
202,22,"male","English","high","contact lenses","no","Java","medium",3,"more than 1 hour / day","c_medium; c++_low; html_medium; css_medium","medium","4.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","English","3","4","C (Medium) C++ (low) html (medium) css (medium) "
203,21,"male","English","high","glasses","no","Java","medium",2,"less than 1 hour / week","javascript_medium; c_medium; c++_low; python_low","medium","2.5","more than 1 hour / day","computes the area of rectangles by multiplying their width (x1-x2) and height (y1-y2).",0,1,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java.jpg","English","2 years","2.5 Years","Javascript (medium) C (medium) C++ (low) Python (low)"
204,20,"female","English","medium","glasses","no","Java","none",0,"not at all","none","low","0.5","not at all","I'm not sure.",0,2,"rectangle_java.jpg","I'm not sure.",0,1,"vehicle_java.jpg","English","never","half a year  ","N/A"
205,48,"male","Swedish","medium","no","no","Scala","low",1,"more than 1 hour / day","python_medium; c_low; java_low; assembly_medium","medium","15.0","less than 1 hour / week","I'm not sure.",0,1,"rectangle_scala.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_scala.jpg","svenska","1","15","python (medium), c(low), java (low), assembly (medium)"
206,30,"male","English; Hebrew","high","no","no","Java","medium",1,"more than 1 hour / day","javascript_low","low","1.0","not at all","I'm not sure.",0,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","english & heb","1 ","1","java Script (low)"
207,20,"female","Slovak","medium","contact lenses","yes","Java","medium",2,"less than 1 hour / day","c_medium; python_low","medium","2.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","slovak","2","2","C (medium) Python(low)"
208,24,"male","Hebrew","medium","no","no","Java","low",2,"less than 1 hour / week","c#_low; c_low; python_low","low","2.0","less than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","HEBREW","2","2","C# LOW, C LOW, JAVA MEDIUM, PYTHON LOW"
209,78,"female","English","high","contact lenses","no","Java","medium",5,"less than 1 hour / month","algol_medium; pl1_high; fortran_high; c_high; snobol_medium; lisp_high; apl_medium","high","56.0","less than 1 hour / month","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java.jpg","English","5","56","Algol (medium), PL1(high),Fortran (high), C (high), Snobol(medium) Lisp (high), APL(medium)"
210,31,"male","Slovak","high","no","no","Java","medium",0,"not at all","c_high; c#_high","high","18.0","more than 1 hour / day","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","Slovak","0","18","C (high) C# (high) "
211,21,"female","Italian; English","high","no","yes","Java","none",0,"not at all","c_medium","medium","1.0","not at all","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,2,"vehicle_java2.jpg","Italian, English","0","1","C, medium"
212,21,"male","Slovak","high","glasses","no","Java","medium",2,"less than 1 hour / day","c_high; c++_low","medium","3.0","less than 1 hour / day","I'm not sure.",0,1,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java2.jpg","slovak","2","3","C (high), C++ (low)"
213,26,"male","Hindi","high","no","no","Java","low",0.5,"less than 1 hour / week","python_medium; vba_high; excel_high; c_medium","medium","3.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x1-y1) and height (x2-y2).",0,1,"rectangle_java2.jpg","I'm not sure.",0,2,"vehicle_java2.jpg","Hindi","6 months","3 years","Python(medium) VBA(High) Excel(High) C(medium)"
214,21,"male","Slovak","high","no","no","Java","medium",1,"less than 1 hour / week","c_medium; javascript_medium","medium","4.0","less than 1 hour / week","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,1,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,2,"vehicle_java2.jpg","Slovak ","1","4","C (medium) , JavaScript (medium) "
215,22,"male","Slovak","medium","no","no","Java","medium",1,"less than 1 hour / week","c_medium; c#_medium","medium","2.0","less than 1 hour / day","I'm not sure.",0,2,"rectangle_java2.jpg",".... defines a vehicle by a producer, that has a type and can accelerate and reduce the speed.",1,1,"vehicle_java2.jpg","slovak","1","2","C (medium) c# (medium) Java (medium)"
216,22,"female","Thai","high","glasses","no","Java","none",0,"more than 1 hour / day","none","none","0.0","not at all","computes the area of rectangles by multiplying their width (x2-x1) and height (y2-y1).",1,2,"rectangle_java2.jpg","... defines a vehicle by a producer, that has a type and can accelerate its speed.",0,1,"vehicle_java2.jpg","Thai","6 weeks","6 weeks","Low"
